question,label,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
What are ways that human activity impacts the water supply?,2,1,10,39.7,89.5,,,10,20,70,50,40,20,0,0,0,0,0,0,20,20,10,0,0,10,0,0,0,10,10,0,0,0,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0
Which is an example of environmental racism?,2,1,7,89.52,1,97.09,,7,28.57,85.71,57.14,57.14,14.29,0,0,0,0,0,0,14.29,14.29,14.29,0,14.29,14.29,0,0,0,14.29,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
What is not a negative outcome of shoreline dredging?,0,1,9,66.04,1,77.17,1,9,44.44,88.89,66.67,55.56,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,11.11,11.11,0,0,11.11,11.11,11.11,0,0,0,0,0,22.22,0,22.22,0,11.11,0,0,0,11.11,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
What are the two primary methods of waste disposal?,0,1,9,89.52,,,,9,33.33,77.78,66.67,55.56,11.11,0,0,0,0,0,0,11.11,22.22,11.11,11.11,11.11,11.11,0,0,0,11.11,11.11,11.11,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
What types of municipal projects often result in environmental racism?,0,1,10,89.52,,98.38,,10,30,90,40,40,10,0,0,0,0,0,0,10,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0,20,0,20,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0
Which scientific concept did Charles Darwin and Alfred Wallace independently discover?,0,1,11,6.68,1,99,,11,54.55,63.64,45.45,36.36,9.09,0,0,0,0,0,0,9.09,0,0,0,0,9.09,9.09,9.09,0,9.09,9.09,0,0,0,0,0,36.36,0,36.36,18.18,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
Which situation is most likely an example of convergent evolution?,1,1,10,89.52,3.95,7.03,,10,40,70,60,50,10,0,0,0,0,0,0,10,20,10,0,10,10,0,0,0,10,20,10,0,0,0,0,30,0,30,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0
Which situation would most likely lead to allopatric speciation?,1,1,9,66.04,2.75,1,,9,33.33,77.78,55.56,44.44,11.11,0,0,0,0,0,0,11.11,11.11,0,0,11.11,11.11,0,0,0,11.11,22.22,11.11,11.11,0,11.11,11.11,55.56,0,55.56,0,11.11,11.11,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
Which variable increases the likelihood of allopatric speciation taking place more quickly?,1,1,12,89.52,1,99,,12,50,83.33,58.33,41.67,8.33,0,0,0,0,0,0,8.33,16.67,8.33,0,8.33,0,8.33,0,0,8.33,8.33,16.67,0,0,0,0,25,0,25,0,0,0,8.33,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,8.33,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
"Because they are embedded within the membrane, ion channels are examples of what?",0,1,13,53.56,81.78,2.93,,13,38.46,61.54,61.54,61.54,15.38,7.69,0,0,0,0,7.69,7.69,7.69,7.69,0,15.38,15.38,0,7.69,0,15.38,0,0,0,0,0,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,15.38,0,0,0,0,0,0,15.38,0,7.69,7.69,0,0,0,0
The rough ER has its name due to what associated structures?,0,1,11,71.44,86.82,5.07,1,11,18.18,81.82,63.64,45.45,18.18,0,0,0,0,0,0,18.18,18.18,9.09,0,9.09,9.09,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,9.09,9.09,0,9.09,0,9.09,0,0,9.09,0,9.09,0,0,9.09,0,0,0,0
Which of the following is a function of the rough ER?,0,1,11,99,5.27,5.07,1,11,18.18,90.91,90.91,63.64,9.09,0,0,0,0,0,0,9.09,27.27,27.27,0,18.18,9.09,0,0,0,18.18,9.09,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,9.09,0,0,9.09,0,9.09,0,0,9.09,0,9.09,0,0,9.09,0,0,0,0
Which of the following organelles produces large quantities of ATP when both glucose and oxygen are available to the cell?,0,1,20,89.52,15.75,7.03,,20,30,75,70,50,5,0,0,0,0,0,0,5,15,10,0,15,5,5,10,0,10,10,15,0,0,0,0,10,0,10,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0
Which of the following sequences on a DNA molecule would be complementary to GCTTATAT?,2,1,14,99,9.23,2.36,,14,35.71,71.43,64.29,57.14,7.14,0,0,0,0,0,0,7.14,14.29,14.29,0,21.43,14.29,0,0,0,21.43,0,0,0,0,0,0,14.29,0,14.29,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0
"What is the correct order from least to most complex organization in chromatin, nucleosome, DNA and chromosome structures?",2,1,18,95.3,,10.18,,18,38.89,72.22,61.11,50,5.56,0,0,0,0,0,0,5.56,16.67,5.56,0,16.67,5.56,0,5.56,0,5.56,22.22,11.11,5.56,0,0,5.56,5.56,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,5.56,0,0,0,0,0,0,16.67,0,11.11,5.56,0,0,0,0
Which of the following is part of the elongation step of DNA synthesis?,0,1,13,99,1,81.58,,13,23.08,76.92,69.23,53.85,7.69,0,0,0,0,0,0,7.69,15.38,15.38,0,23.08,7.69,0,0,0,15.38,0,7.69,0,0,0,0,15.38,0,15.38,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0
"How many “letters” of an RNA molecule, in sequence, does it take to provide the code for a single amino acid?",2,1,21,99,,24.32,,21,19.05,76.19,61.9,57.14,4.76,0,0,0,0,0,0,4.76,23.81,14.29,4.76,19.05,4.76,4.76,0,0,9.52,9.52,9.52,0,0,0,0,4.76,0,4.76,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,4.76,4.76,0,0,4.76,0,0,0,4.76,0,9.52,0,0,0,0,0,0,23.81,0,9.52,4.76,0,0,9.52,0
Which of the following phases is characterized by preparation for DNA synthesis?,0,1,12,99,6.61,3.81,,12,33.33,66.67,58.33,50,8.33,0,0,0,0,0,0,8.33,8.33,8.33,0,25,8.33,0,0,0,16.67,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
A mutation in the gene for a cyclin protein might result in which of the following?,1,1,16,99,11.66,54.55,,16,18.75,75,68.75,62.5,6.25,0,0,0,0,0,0,6.25,25,25,0,25,6.25,0,0,0,12.5,0,0,0,0,0,0,18.75,0,18.75,0,6.25,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,6.25,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0
What is a primary function of tumor suppressor genes?,0,1,9,89.52,,,,9,33.33,77.78,55.56,44.44,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,11.11,11.11,0,0,0,11.11,11.11,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
"During the breakdown of polymers, which of the following reactions takes place?",0,1,12,99,6.61,89.39,,12,33.33,83.33,66.67,50,8.33,0,0,0,0,0,0,8.33,16.67,16.67,0,25,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,16.67,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,8.33,0,0,8.33,0,0,0,8.33,0,8.33,0,0,0,0,0,0,16.67,0,8.33,8.33,0,0,0,0
Plant cell walls contain which of the following in abundance?,0,1,10,99,3.95,99,,10,30,80,60,40,10,0,0,0,0,0,0,10,10,10,0,20,0,0,0,0,10,0,10,0,0,0,0,10,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0
What are phospholids important components of?,0,1,6,49.68,,,99,6,50,66.67,66.67,50,16.67,0,0,0,0,0,0,16.67,0,0,0,16.67,16.67,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0
The α helix and the β-pleated sheet are part of which protein structure?,0,1,13,89.52,1,30.98,,13,23.08,53.85,53.85,46.15,7.69,0,0,0,0,0,0,7.69,15.38,15.38,0,7.69,7.69,0,7.69,0,7.69,0,7.69,0,0,0,0,15.38,0,15.38,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,15.38,0,0,7.69,0,0,7.69,0
Which of the following helps an agonist work?,0,1,8,99,1.71,15.38,20.23,8,25,100,62.5,50,12.5,0,0,0,0,0,0,12.5,25,25,0,12.5,0,0,0,0,12.5,0,0,25,12.5,12.5,0,25,0,25,0,0,0,0,0,12.5,0,25,12.5,12.5,12.5,0,12.5,0,0,0,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0
Which of the following statements is correct about what happens during flexion?,0,1,12,89.52,6.61,39.59,,12,41.67,83.33,83.33,58.33,16.67,0,0,0,0,0,0,16.67,8.33,8.33,0,25,8.33,8.33,0,0,25,8.33,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,16.67,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
Which muscle has a convergent pattern of fascicles?,0,1,8,89.52,1.71,15.38,,8,37.5,62.5,50,50,12.5,0,0,0,0,0,0,12.5,12.5,12.5,0,12.5,12.5,0,0,0,12.5,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0
Which arrangement best describes a bipennate muscle?,3,1,7,89.52,1,24.32,,7,42.86,85.71,57.14,28.57,14.29,0,0,0,0,0,0,14.29,14.29,14.29,0,0,0,0,0,0,14.29,14.29,0,14.29,0,14.29,0,28.57,0,28.57,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
The location of a muscle’s insertion and origin can determine what?,0,1,11,89.52,,50.45,,11,36.36,90.91,63.64,54.55,9.09,0,0,0,0,0,0,9.09,18.18,18.18,0,9.09,9.09,0,9.09,0,18.18,0,0,0,0,0,0,27.27,0,27.27,9.09,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,9.09,0,9.09,0,0,0,0,0,0,18.18,0,0,9.09,0,9.09,0,0
Which muscle name does not make sense?,0,1,7,2.35,1,99,,7,0,100,57.14,42.86,14.29,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,0,14.29,28.57,0,0,0,0,0,0,57.14,0,57.14,14.29,14.29,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
Where is the inferior oblique muscle located?,0,1,7,56.86,,99,,7,42.86,100,57.14,42.86,0,0,0,0,0,0,0,0,14.29,14.29,0,0,14.29,14.29,0,0,14.29,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,42.86,0,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0
What do the names of the extrinsic tongue muscles commonly end in?,0,1,12,97.04,84.23,39.59,,12,25,91.67,58.33,58.33,8.33,0,0,0,0,0,0,8.33,16.67,16.67,0,16.67,8.33,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
What is the function of the erector spinae?,0,1,8,98.55,,,,8,25,62.5,62.5,62.5,12.5,0,0,0,0,0,0,12.5,25,25,0,12.5,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0
Which of the following abdominal muscles is not a part of the anterior abdominal wall?,0,1,15,98.78,1,99,,15,33.33,100,66.67,53.33,6.67,0,0,0,0,0,0,6.67,20,20,0,13.33,6.67,0,0,6.67,13.33,0,6.67,0,0,0,0,20,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,13.33,0,0,0,0,0,6.67,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0
What is the linea alba?,0,1,5,39.7,,,,5,0,60,60,60,20,0,0,0,0,0,0,20,20,20,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,20,0,0,0,0
What are the rhomboid major and minor muscles deep into?,0,1,10,69.05,,63.35,,10,20,90,80,50,10,0,0,0,0,0,0,10,10,10,0,10,10,0,10,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0
Which muscle extends the forearm?,0,1,5,89.52,1,99,,5,40,100,40,40,20,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0
Which muscles stabilize the pectoral girdle?,0,1,6,89.52,1,99,,6,50,66.67,50,33.33,16.67,0,0,0,0,0,0,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0
Which muscle produces movement that allows you to cross your legs?,0,1,11,20.83,99,95.15,,11,18.18,100,54.55,45.45,36.36,18.18,0,0,18.18,0,0,18.18,18.18,0,0,9.09,0,0,0,0,9.09,0,0,9.09,0,0,9.09,27.27,0,27.27,0,18.18,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,27.27,9.09,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
What is the largest muscle in the lower leg?,0,1,9,98.16,,77.17,,9,11.11,100,77.78,55.56,11.11,0,0,0,0,0,0,11.11,22.22,22.22,0,11.11,11.11,0,0,0,11.11,22.22,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,22.22,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
What do nations that are top-ranked in science and math have in common?,0,1,13,14.06,,30.98,,13,23.08,92.31,69.23,61.54,15.38,0,0,0,0,0,0,15.38,7.69,0,0,15.38,23.08,0,7.69,0,23.08,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,15.38,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,15.38,0,0,15.38,0,0,0,0,0,7.69,0,0,0,0,0,0,15.38,0,0,7.69,0,0,7.69,0
Which of the following is correct about informal education?,0,1,9,89.52,2.75,10.18,,9,44.44,88.89,77.78,55.56,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,22.22,11.11,11.11,0,0,22.22,11.11,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
Which of the following is not a manifest function of education?,0,1,11,97.37,1,50.45,,11,36.36,81.82,72.73,63.64,9.09,0,0,0,0,0,0,9.09,18.18,18.18,0,18.18,9.09,0,0,9.09,18.18,0,0,0,0,0,0,18.18,0,18.18,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
Which theory of education focuses on the ways in which education maintains the status quo?,0,1,15,99,1.24,93.95,,15,26.67,86.67,46.67,46.67,13.33,0,0,0,0,0,0,13.33,13.33,13.33,0,20,0,0,0,0,0,0,0,13.33,0,0,13.33,20,0,20,6.67,0,0,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0
Which theory of education focuses on the labels acquired through the educational process?,0,1,13,99,7.93,30.98,,13,46.15,84.62,53.85,46.15,7.69,0,0,0,0,0,0,7.69,15.38,15.38,0,23.08,0,0,0,0,0,7.69,0,0,0,0,0,15.38,0,15.38,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0
