question,label,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
list reserved words in c programming.,0,1,6,99,,39.59,,6,33.33,50,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0
specify a deterministic finite automaton (dfa) recognizing the,2,1,8,99,,15.38,,8,50,50,25,25,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0
use the rule for a semicolon in a sentence.,2,1,9,99,,10.18,,9,22.22,77.78,66.67,55.56,0,0,0,0,0,0,0,0,33.33,33.33,0,22.22,0,0,0,0,11.11,0,0,11.11,0,0,11.11,11.11,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0
compare and contrast two characters in the book.,3,1,8,98.55,1,99,,8,37.5,87.5,50,50,0,0,0,0,0,0,0,0,25,12.5,12.5,12.5,0,0,12.5,0,0,0,12.5,0,0,0,0,25,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0
"rewrite the sentence in your head, following the direction given below",1,1,11,99,99,95.15,,11,36.36,81.82,63.64,45.45,9.09,9.09,0,0,9.09,0,0,0,27.27,18.18,0,18.18,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,0,0,27.27,0,0,0,0,9.09,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0
compare two of the characters in this book.,3,1,8,99,1.71,89.39,,8,25,87.5,62.5,62.5,12.5,0,0,0,0,0,0,12.5,37.5,12.5,12.5,25,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0
explain what a poem means.,1,1,5,89.52,,99,,5,20,80,80,40,20,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,40,0,0,0,0,0,0,40,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,20,0,0,0,0,0,0
interpret the pictures.,1,1,3,99,,99,,3,66.67,66.67,33.33,33.33,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0
can you please analyze modern contemporary culture and tell me how your work plays a significant part in the remains of our post-modernist culture ?,3,1,24,62.1,98.75,89.39,83,24,29.17,91.67,62.5,45.83,16.67,16.67,4.17,4.17,8.33,0,0,0,16.67,8.33,0,8.33,4.17,4.17,4.17,0,8.33,8.33,4.17,8.33,4.17,4.17,0,16.67,0,16.67,8.33,4.17,4.17,0,0,4.17,0,4.17,4.17,0,0,0,0,0,0,0,0,29.17,8.33,4.17,4.17,0,0,4.17,12.5,0,0,0,0,0,0,0,0,8.33,4.17,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,8.33,0,0,8.33,0,0,0,4.17,0,4.17,0,0,0,0,0,0,8.33,0,0,4.17,0,0,4.17,0
"differentiate the passages that attacked a political opponent personally, and those that attacked an opponent's political programs.",3,1,17,79.1,12.77,1.39,1,17,58.82,76.47,52.94,41.18,17.65,0,0,0,0,0,0,17.65,35.29,17.65,0,0,0,0,5.88,0,0,11.76,0,23.53,0,0,23.53,5.88,0,5.88,0,0,0,0,0,5.88,0,11.76,0,11.76,0,0,0,0,0,0,0,11.76,11.76,0,0,11.76,0,0,0,0,0,0,0,11.76,11.76,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,5.88,5.88,0,0,5.88,0,0
how many loop statement available in c++?,0,1,7,89.52,,99,,7,28.57,71.43,57.14,42.86,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,14.29,0,0,0,28.57,14.29,0,0,0,0,14.29,0,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,42.86,0,0,14.29,0,0,28.57,0
describe what took place as the hato was sinking.,1,1,9,66.04,,77.17,,9,22.22,88.89,66.67,44.44,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,11.11,11.11,0,11.11,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,22.22,0,11.11,11.11,0,0,0,0,22.22,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0
who is the first president   of usa,0,1,7,89.52,99,,,7,14.29,85.71,71.43,71.43,14.29,14.29,0,0,0,0,0,0,28.57,14.29,14.29,14.29,14.29,0,0,0,14.29,14.29,14.29,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,28.57,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
state four attributes of well engineered software.,0,1,7,89.52,,,99,7,42.86,85.71,42.86,42.86,0,0,0,0,0,0,0,0,14.29,0,14.29,14.29,0,14.29,0,0,0,0,14.29,0,0,0,0,14.29,0,14.29,0,14.29,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,28.57,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0
make a diagnosis or analyze a case study.,3,1,8,98.55,1.71,99,,8,25,87.5,50,37.5,0,0,0,0,0,0,0,0,25,25,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,50,0,50,25,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0
describe nuclear transport to a lay person.,1,1,7,99,97.11,97.09,,7,42.86,85.71,57.14,28.57,0,0,0,0,0,0,0,0,14.29,14.29,0,14.29,0,0,0,0,14.29,14.29,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,0,0,14.29,14.29,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0
recall locations of a historical events,0,1,6,99,,99,,6,33.33,66.67,50,33.33,0,0,0,0,0,0,0,0,16.67,16.67,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,16.67,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how does tdap differ from td vaccine,3,1,7,56.86,1,97.09,,7,14.29,71.43,42.86,42.86,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,14.29,0,0,14.29,0,0,0,0,0,0,28.57,0,28.57,14.29,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
break down the main actions of the story.,3,1,8,99,,15.38,,8,12.5,75,62.5,50,0,0,0,0,0,0,0,0,25,25,0,25,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0
define four types of traceability.,0,1,5,99,,63.35,,5,20,60,60,40,0,0,0,0,0,0,0,0,20,0,20,20,0,0,0,0,20,0,20,0,0,0,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0
what is  your family name,0,1,5,1,99,,,5,0,100,60,60,40,20,0,0,20,0,0,20,20,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draw and label a diagram of a typical stream.,0,1,9,99,,,,9,22.22,55.56,55.56,44.44,0,0,0,0,0,0,0,0,22.22,22.22,0,11.11,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0
how much is your weight,0,1,5,1,99,63.35,,5,0,100,100,80,20,20,0,0,20,0,0,0,40,0,0,0,20,20,0,0,20,20,40,0,0,0,0,20,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how is scientific progress similar to darwinian evolution according to kuhn,3,1,11,89.52,5.27,95.15,,11,54.55,63.64,54.55,36.36,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,9.09,0,0,9.09,18.18,0,9.09,0,9.09,0,18.18,0,18.18,9.09,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
examine carefully the given map extract on the following page to help you work out the exercise below.,3,1,18,99,92.24,39.59,93.93,18,27.78,83.33,55.56,44.44,5.56,5.56,0,0,5.56,0,0,0,16.67,16.67,0,22.22,0,0,0,0,11.11,0,0,5.56,5.56,0,0,5.56,0,5.56,5.56,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0,0,0,11.11,5.56,5.56,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,5.56,0,16.67,5.56,0,11.11,0,0,0,0,5.56,0,0,0,0,0,0,0,5.56,5.56,0,0,0,0,0,0
construct a venn diagram to determine the validity of the given argument.,2,1,12,99,,3.81,1,12,41.67,66.67,58.33,41.67,0,0,0,0,0,0,0,0,25,25,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0,8.33,0,8.33,8.33,0,0,0,0,0,0,8.33,0,8.33,8.33,0,8.33,0,8.33,0,0,8.33,8.33,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0
distinguish between the following giving suitable examples,3,1,7,99,1,97.09,,7,71.43,85.71,71.43,28.57,0,0,0,0,0,0,0,0,14.29,14.29,0,14.29,0,0,0,0,28.57,14.29,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
compare herbatious and carnivorous animals on a venn diagram.,3,1,9,98.16,2.75,10.18,,9,55.56,44.44,33.33,33.33,0,0,0,0,0,0,0,0,11.11,11.11,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0
draw the block diagram of the central processing unit,0,1,9,99,,10.18,,9,33.33,44.44,44.44,33.33,0,0,0,0,0,0,0,0,22.22,22.22,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what would result if …,2,1,4,1,1,1,,4,0,100,75,75,25,0,0,0,0,0,0,25,0,0,0,0,25,0,25,0,25,0,0,0,0,0,0,75,0,75,0,25,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,0,0,0,0,0,0
describe 4 types of coupling in software design.,1,1,8,99,,15.38,,8,37.5,62.5,25,25,0,0,0,0,0,0,0,0,0,0,12.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0
recall the definition of the formula datatype from your assignment 2.,0,1,11,99,99,50.45,,11,36.36,81.82,45.45,45.45,9.09,9.09,0,0,9.09,0,0,0,27.27,18.18,9.09,18.18,0,0,0,0,0,0,0,0,0,0,0,18.18,0,18.18,18.18,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0
what are major facts about particular cultures and societies,0,1,9,10.19,40.06,10.18,,9,33.33,88.89,66.67,44.44,11.11,0,0,0,0,0,0,11.11,0,0,0,11.11,11.11,11.11,11.11,0,11.11,22.22,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can you find four different feelings pa lia had during the story?,3,1,12,73.36,84.23,89.39,,12,16.67,83.33,66.67,50,8.33,8.33,0,0,8.33,0,0,0,16.67,8.33,8.33,8.33,16.67,0,0,0,25,8.33,8.33,0,0,0,0,33.33,0,33.33,16.67,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,16.67,8.33,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,16.67,0,0,0,0,0,8.33,8.33,8.33,8.33,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
specify the thickness of a galvanized coating based on atmospheric data? (level 2),2,1,13,99,,2.93,,6.5,38.46,61.54,46.15,30.77,0,0,0,0,0,0,0,0,15.38,15.38,7.69,15.38,0,0,0,0,7.69,7.69,7.69,0,0,0,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0,0,7.69,0,0,15.38,0
show me how you would check the brake lights are working on this car,2,1,14,18.12,79.51,2.36,,14,7.14,92.86,64.29,57.14,21.43,14.29,7.14,0,7.14,0,0,7.14,14.29,7.14,0,7.14,14.29,7.14,0,0,21.43,0,0,7.14,0,7.14,0,14.29,0,14.29,7.14,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,0,7.14,0,0,7.14,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,7.14,0,0,14.29,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
draw the flow chart of the pnk system,0,1,8,99,,15.38,,8,0,50,37.5,37.5,0,0,0,0,0,0,0,0,25,25,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
compare calliope with howie. use the word bank.,1,1,8,99,1.71,15.38,,4,25,75,37.5,25,0,0,0,0,0,0,0,0,12.5,12.5,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,25,0,25,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0
investigate innovations that can enhance future olympics.,3,1,7,18.12,,24.32,,7,57.14,85.71,28.57,28.57,14.29,0,0,0,0,0,0,14.29,14.29,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,28.57,0,28.57,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,28.57,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,14.29,14.29,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0
demonstrate using the opac and your knowledge of library organization to find a book about turtles.,2,1,16,98.55,94.84,15.38,,16,31.25,87.5,56.25,43.75,6.25,6.25,0,0,6.25,0,0,0,18.75,12.5,0,18.75,0,6.25,6.25,0,12.5,0,0,0,0,0,0,18.75,0,18.75,12.5,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,25,0,0,18.75,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0
"paraphrase this poem about sheik schubli, explaining what he was saying about the characteristics of a friend",1,1,17,79.1,73.71,1,,17,23.53,70.59,64.71,52.94,17.65,5.88,0,0,0,5.88,0,11.76,17.65,11.76,0,17.65,5.88,11.76,0,0,17.65,0,0,0,0,0,0,5.88,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,11.76,0,0,0,0,5.88,5.88,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,0,0
"illustrate this caption: ""olympic as a media event in the information society""",1,1,12,99,84.23,39.59,,12,41.67,66.67,41.67,41.67,8.33,0,0,0,0,0,0,8.33,25,16.67,0,16.67,0,0,8.33,0,0,0,0,0,0,0,0,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0
state the guidelines to design an anodic protection system,0,1,9,99,,,,9,22.22,44.44,33.33,33.33,0,0,0,0,0,0,0,0,22.22,22.22,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
describe how the linear polarization method can yield corrosion rates,1,1,10,69.05,,1,,10,30,60,40,30,0,0,0,0,0,0,0,0,10,10,0,0,10,10,0,0,10,0,10,0,0,0,0,30,0,30,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what is a textual index,0,1,5,39.7,,,,5,20,60,60,60,20,0,0,0,0,0,0,20,20,20,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
construct the 4-bit ripple carry adder circuit,2,1,7,99,,24.32,,7,28.57,42.86,28.57,14.29,0,0,0,0,0,0,0,0,14.29,14.29,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,14.29,0
